market,ad_network,os,slot,format,page,revenue,placement_name
CO,gam,android,top,display,article,100.775441,am-android-article-top-display-co-exp-low
CO,gam,android,top,display,article,153.710386,am-android-article-top-display-co-exp-medium
DE,gam,android,top,display,article,118.227202,am-android-article-top-display-de-exp-high
DE,gam,android,top,display,article,183.020137,am-android-article-top-display-de-exp-low
DE,gam,android,top,display,article,190.903361,am-android-article-top-display-de-exp-medium
US,gam,android,top,display,article,221.589,am-android-article-top-display-ds-high
US,gam,android,top,display,article,671.709229,am-android-article-top-display-dslt-ctrl-high
US,gam,android,top,display,article,562.351283,am-android-article-top-display-dslt-ctrl-low
US,gam,android,top,display,article,608.303089,am-android-article-top-display-dslt-ctrl-medium
US,gam,android,top,display,article,1.929,am-android-article-top-display-dslt-exp-ds-high
US,gam,android,top,display,article,685.147612,am-android-article-top-display-dslt-exp-high
US,gam,android,top,display,article,606.89055,am-android-article-top-display-dslt-exp-low
US,gam,android,top,display,article,599.121762,am-android-article-top-display-dslt-exp-medium
FR,gam,android,top,display,article,20.197753,am-android-article-top-display-fr-exp-high
FR,gam,android,top,display,article,41.197241,am-android-article-top-display-fr-exp-low
FR,gam,android,top,display,article,30.19504,am-android-article-top-display-fr-exp-medium
US,gam,android,top,display,article,0.282068,am-android-article-top-display-high-exp
US,gam,android,top,display,article,0.292043,am-android-article-top-display-high-exp3
ID,gam,android,top,display,article,35.234943,am-android-article-top-display-id-exp-high
ID,gam,android,top,display,article,24.970445,am-android-article-top-display-id-exp-low
ID,gam,android,top,display,article,25.729214,am-android-article-top-display-id-exp-medium
IT,gam,android,top,display,article,127.436159,am-android-article-top-display-it-exp-high
IT,gam,android,top,display,article,258.709505,am-android-article-top-display-it-exp-low
IT,gam,android,top,display,article,210.401469,am-android-article-top-display-it-exp-medium
JP,gam,android,top,display,article,39.159989,am-android-article-top-display-jp-ctl-high
JP,gam,android,top,display,article,75.848804,am-android-article-top-display-jp-ctl-low
JP,gam,android,top,display,article,60.697715,am-android-article-top-display-jp-ctl-medium
JP,gam,android,top,display,article,0.350414,am-android-article-top-display-jp-exp-high
JP,gam,android,top,display,article,0.105096,am-android-article-top-display-jp-exp-low
JP,gam,android,top,display,article,0.150879,am-android-article-top-display-jp-exp-medium
JP,gam,android,top,display,article,249.013885,am-android-article-top-display-jp-exp2-high
JP,gam,android,top,display,article,366.840735,am-android-article-top-display-jp-exp2-low
JP,gam,android,top,display,article,307.882587,am-android-article-top-display-jp-exp2-medium
KR,gam,android,top,display,article,188.396834,am-android-article-top-display-kr-ctl-high
KR,gam,android,top,display,article,328.267685,am-android-article-top-display-kr-ctl-low
KR,gam,android,top,display,article,132.926193,am-android-article-top-display-kr-ctl-medium
KR,gam,android,top,display,article,540.6481,am-android-article-top-display-kr-exp-high
KR,gam,android,top,display,article,876.124909,am-android-article-top-display-kr-exp-low
KR,gam,android,top,display,article,370.260322,am-android-article-top-display-kr-exp-medium
US,gam,android,top,display,article,0.043123,am-android-article-top-display-low-exp
US,gam,android,top,display,article,0.02732,am-android-article-top-display-low-exp2
MX,gam,android,top,display,article,520.535121,am-android-article-top-display-mx-exp-high
MX,gam,android,top,display,article,418.921321,am-android-article-top-display-mx-exp-low
MX,gam,android,top,display,article,433.287999,am-android-article-top-display-mx-exp-medium
NL,gam,android,top,display,article,161.909467,am-android-article-top-display-nl-exp-high
NL,gam,android,top,display,article,68.764552,am-android-article-top-display-nl-exp-low
NL,gam,android,top,display,article,128.706254,am-android-article-top-display-nl-exp-medium
US,gam,android,top,display,article,1.71,am-android-article-top-display-nus-2-ds-high
US,gam,android,top,display,article,434.161778,am-android-article-top-display-nus-2-high
US,gam,android,top,display,article,277.87711,am-android-article-top-display-nus-2-low
US,gam,android,top,display,article,327.014496,am-android-article-top-display-nus-2-medium
US,gam,android,top,display,article,1.725,am-android-article-top-display-nus-3-ds-high
US,gam,android,top,display,article,475.605415,am-android-article-top-display-nus-3-high
US,gam,android,top,display,article,265.980911,am-android-article-top-display-nus-3-low
US,gam,android,top,display,article,347.123139,am-android-article-top-display-nus-3-medium
US,gam,android,top,display,article,1.701,am-android-article-top-display-nus-ctrl-ds-high
US,gam,android,top,display,article,457.051287,am-android-article-top-display-nus-ctrl-high
US,gam,android,top,display,article,272.553358,am-android-article-top-display-nus-ctrl-low
US,gam,android,top,display,article,342.670308,am-android-article-top-display-nus-ctrl-medium
PE,gam,android,top,display,article,32.740479,am-android-article-top-display-pe-exp-high
PE,gam,android,top,display,article,24.893674,am-android-article-top-display-pe-exp-low
PE,gam,android,top,display,article,28.804314,am-android-article-top-display-pe-exp-medium
PL,gam,android,top,display,article,21.941861,am-android-article-top-display-pl-exp-high
PL,gam,android,top,display,article,59.670858,am-android-article-top-display-pl-exp-low
PL,gam,android,top,display,article,64.194867,am-android-article-top-display-pl-exp-medium
US,gam,android,top,display,article,0.384,am-android-article-top-display-test
TR,gam,android,top,display,article,26.92314,am-android-article-top-display-tr-exp-high
TR,gam,android,top,display,article,19.385621,am-android-article-top-display-tr-exp-low
TR,gam,android,top,display,article,25.07895,am-android-article-top-display-tr-exp-medium
GB,gam,android,top,display,article,11.412627,am-android-article-top-display-uk-ctl-high
GB,gam,android,top,display,article,26.17787,am-android-article-top-display-uk-ctl-low
GB,gam,android,top,display,article,32.774833,am-android-article-top-display-uk-ctl-medium
GB,gam,android,top,display,article,352.513858,am-android-article-top-display-uk-exp-high
GB,gam,android,top,display,article,401.727317,am-android-article-top-display-uk-exp-low
GB,gam,android,top,display,article,453.039452,am-android-article-top-display-uk-exp-medium
US,gam,android,top,display,article,76314.669267,am-android-article-top-high
US,gam,android,top,display,article,1206.259904,am-android-article-top-high-exp
US,gam,android,top,display,article,0.070794,am-android-article-top-high-exp2
US,gam,android,top,display,article,64943.529911,am-android-article-top-higher
US,gam,android,top,display,article,2802.403869,am-android-article-top-higher-exp
US,gam,android,top,display,article,0.005154,am-android-article-top-low-exp
US,gam,android,top,display,article,84694.580488,am-android-article-top-medium
US,gam,android,top,display,article,1268.776559,am-android-article-top-medium-exp
US,gam,android,top,display,article,0.018043,am-android-article-top-ssp
US,gam,android,large,display,foryou,9530.840827,am-android-foryou-display-300x250-high
US,gam,android,large,display,foryou,8715.924057,am-android-foryou-display-300x250-medium
US,gam,android,large,native,foryou,593.434145,am-android-foryou-large
US,gam,android,large,native,foryou,2983.69912,am-android-foryou-large-bigcard-high
US,gam,android,large,native,foryou,4387.702382,am-android-foryou-large-bigcard-low
US,gam,android,large,native,foryou,1966.073784,am-android-foryou-large-bigcard-medium
US,gam,android,large,native,foryou,41678.365109,am-android-foryou-large-high-exp
US,gam,android,large,native,foryou,69544.192715,am-android-foryou-large-ib-high
US,gam,android,large,native,foryou,57039.946706,am-android-foryou-large-ib-low
US,gam,android,large,native,foryou,82221.650833,am-android-foryou-large-ib-medium
US,gam,android,large,native,foryou,276.966852,am-android-foryou-large-low
US,gam,android,large,native,foryou,24581.593646,am-android-foryou-large-low-exp
US,gam,android,large,native,foryou,311.792705,am-android-foryou-large-mediation
US,gam,android,large,native,foryou,39743.876692,am-android-foryou-large-medium-exp
US,gam,android,large,native,foryou,2011.9675,am-android-foryou-large-native-advertop-false-ds-high
US,gam,android,large,native,foryou,1452.466648,am-android-foryou-large-native-advertop-false-high
US,gam,android,large,native,foryou,1256.665777,am-android-foryou-large-native-advertop-false-low
US,gam,android,large,native,foryou,1505.459419,am-android-foryou-large-native-advertop-false-medium
US,gam,android,large,native,foryou,1994.051,am-android-foryou-large-native-advertop-true-ds-high
US,gam,android,large,native,foryou,1303.600421,am-android-foryou-large-native-advertop-true-high
US,gam,android,large,native,foryou,1238.903401,am-android-foryou-large-native-advertop-true-low
US,gam,android,large,native,foryou,1475.801678,am-android-foryou-large-native-advertop-true-medium
AR,gam,android,large,native,foryou,75.640521,am-android-foryou-large-native-ar-exp-high
AR,gam,android,large,native,foryou,85.65423,am-android-foryou-large-native-ar-exp-low
AR,gam,android,large,native,foryou,76.190831,am-android-foryou-large-native-ar-exp-medium
AU,gam,android,large,native,foryou,151.288787,am-android-foryou-large-native-au-exp-high
AU,gam,android,large,native,foryou,72.107063,am-android-foryou-large-native-au-exp-low
AU,gam,android,large,native,foryou,136.891529,am-android-foryou-large-native-au-exp-medium
US,gam,android,large,native,foryou,3194.436,am-android-foryou-large-native-backfill
US,gam,android,large,native,foryou,411.781,am-android-foryou-large-native-bg-load-ctrl-ds-high
US,gam,android,large,native,foryou,251.885348,am-android-foryou-large-native-bg-load-ctrl-high
US,gam,android,large,native,foryou,242.061259,am-android-foryou-large-native-bg-load-ctrl-low
US,gam,android,large,native,foryou,260.93995,am-android-foryou-large-native-bg-load-ctrl-medium
US,gam,android,large,native,foryou,410.784,am-android-foryou-large-native-bg-load-exp-ds-high
US,gam,android,large,native,foryou,229.501683,am-android-foryou-large-native-bg-load-exp-high
US,gam,android,large,native,foryou,265.492398,am-android-foryou-large-native-bg-load-exp-low
US,gam,android,large,native,foryou,287.668406,am-android-foryou-large-native-bg-load-exp-medium
US,gam,android,large,native,foryou,483.6225,am-android-foryou-large-native-blue-cta-ctrl-ds-high
US,gam,android,large,native,foryou,277.756055,am-android-foryou-large-native-blue-cta-ctrl-high
US,gam,android,large,native,foryou,285.597043,am-android-foryou-large-native-blue-cta-ctrl-low
US,gam,android,large,native,foryou,330.827106,am-android-foryou-large-native-blue-cta-ctrl-medium
US,gam,android,large,native,foryou,485.3015,am-android-foryou-large-native-blue-cta-exp-ds-high
US,gam,android,large,native,foryou,227.007272,am-android-foryou-large-native-blue-cta-exp-high
US,gam,android,large,native,foryou,161.4326,am-android-foryou-large-native-blue-cta-exp-low
US,gam,android,large,native,foryou,335.931385,am-android-foryou-large-native-blue-cta-exp-medium
BR,gam,android,large,native,foryou,1377.842291,am-android-foryou-large-native-br-dedupe-high
BR,gam,android,large,native,foryou,895.988702,am-android-foryou-large-native-br-dedupe-low
BR,gam,android,large,native,foryou,1168.857518,am-android-foryou-large-native-br-dedupe-medium
BR,gam,android,large,native,foryou,225.682402,am-android-foryou-large-native-br-exp-high
BR,gam,android,large,native,foryou,104.495083,am-android-foryou-large-native-br-exp-low
BR,gam,android,large,native,foryou,134.247834,am-android-foryou-large-native-br-exp-medium
CA,gam,android,large,native,foryou,32.516734,am-android-foryou-large-native-ca-ctl-high
CA,gam,android,large,native,foryou,29.343801,am-android-foryou-large-native-ca-ctl-low
CA,gam,android,large,native,foryou,38.323202,am-android-foryou-large-native-ca-ctl-medium
CA,gam,android,large,native,foryou,519.62207,am-android-foryou-large-native-ca-exp-high
CA,gam,android,large,native,foryou,299.70701,am-android-foryou-large-native-ca-exp-low
CA,gam,android,large,native,foryou,501.127772,am-android-foryou-large-native-ca-exp-medium
US,gam,android,large,native,foryou,739.524,am-android-foryou-large-native-cf-1-ds-high
US,gam,android,large,native,foryou,468.941404,am-android-foryou-large-native-cf-1-high
US,gam,android,large,native,foryou,291.16075,am-android-foryou-large-native-cf-1-low
US,gam,android,large,native,foryou,450.798884,am-android-foryou-large-native-cf-1-medium
US,gam,android,large,native,foryou,738.3645,am-android-foryou-large-native-cf-2-ds-high
US,gam,android,large,native,foryou,531.138728,am-android-foryou-large-native-cf-2-high
US,gam,android,large,native,foryou,399.664801,am-android-foryou-large-native-cf-2-low
US,gam,android,large,native,foryou,524.854919,am-android-foryou-large-native-cf-2-medium
US,gam,android,large,native,foryou,0.702846,am-android-foryou-large-native-cf-no-high
US,gam,android,large,native,foryou,0.058448,am-android-foryou-large-native-cf-no-low
US,gam,android,large,native,foryou,0.142482,am-android-foryou-large-native-cf-no-medium
CL,gam,android,large,native,foryou,126.670653,am-android-foryou-large-native-cl-exp-high
CL,gam,android,large,native,foryou,42.888878,am-android-foryou-large-native-cl-exp-low
CL,gam,android,large,native,foryou,128.353695,am-android-foryou-large-native-cl-exp-medium
CO,gam,android,large,native,foryou,132.070344,am-android-foryou-large-native-co-exp-high
CO,gam,android,large,native,foryou,142.230429,am-android-foryou-large-native-co-exp-low
CO,gam,android,large,native,foryou,153.059293,am-android-foryou-large-native-co-exp-medium
US,gam,android,large,native,foryou,0.092739,am-android-foryou-large-native-creative-freqcap-high
US,gam,android,large,native,foryou,0.013408,am-android-foryou-large-native-creative-freqcap-low
US,gam,android,large,native,foryou,0.05807,am-android-foryou-large-native-creative-freqcap-medium
US,gam,android,large,native,foryou,91106.735,am-android-foryou-large-native-ds-high
US,gam,android,large,native,foryou,916.595,am-android-foryou-large-native-ds-low
US,gam,android,large,native,foryou,1019.885504,am-android-foryou-large-native-dslt-ctrl-high
US,gam,android,large,native,foryou,695.841585,am-android-foryou-large-native-dslt-ctrl-low
US,gam,android,large,native,foryou,958.508583,am-android-foryou-large-native-dslt-ctrl-medium
US,gam,android,large,native,foryou,945.8095,am-android-foryou-large-native-dslt-exp-ds-high
US,gam,android,large,native,foryou,649.747224,am-android-foryou-large-native-dslt-exp-high
US,gam,android,large,native,foryou,560.216457,am-android-foryou-large-native-dslt-exp-low
US,gam,android,large,native,foryou,689.010162,am-android-foryou-large-native-dslt-exp-medium
US,gam,android,large,native,foryou,433.5755,am-android-foryou-large-native-dspriority-ctrl-ds-high
US,gam,android,large,native,foryou,334.200773,am-android-foryou-large-native-dspriority-ctrl-high
US,gam,android,large,native,foryou,356.21519,am-android-foryou-large-native-dspriority-ctrl-low
US,gam,android,large,native,foryou,372.291845,am-android-foryou-large-native-dspriority-ctrl-medium
US,gam,android,large,native,foryou,392.0345,am-android-foryou-large-native-dspriority-exp-ds-high
US,gam,android,large,native,foryou,494.829895,am-android-foryou-large-native-dspriority-exp-high
US,gam,android,large,native,foryou,343.150921,am-android-foryou-large-native-dspriority-exp-low
US,gam,android,large,native,foryou,362.492768,am-android-foryou-large-native-dspriority-exp-medium
US,gam,android,large,native,foryou,1872.4375,am-android-foryou-large-native-floortune-control-ds-high
US,gam,android,large,native,foryou,1886.9245,am-android-foryou-large-native-floortune-exp-ds-high
US,gam,android,large,native,foryou,2.857952,am-android-foryou-large-native-galaxy-ctrl-high
US,gam,android,large,native,foryou,0.902588,am-android-foryou-large-native-galaxy-ctrl-low
US,gam,android,large,native,foryou,2.035504,am-android-foryou-large-native-galaxy-ctrl-medium
US,gam,android,large,native,foryou,2.6013,am-android-foryou-large-native-galaxy-exp-high
US,gam,android,large,native,foryou,0.601098,am-android-foryou-large-native-galaxy-exp-low
US,gam,android,large,native,foryou,1.088853,am-android-foryou-large-native-galaxy-exp-medium
US,gam,android,large,native,foryou,0.721851,am-android-foryou-large-native-high-exp
US,gam,android,large,native,foryou,0.571502,am-android-foryou-large-native-high-exp2
US,gam,android,large,native,foryou,0.019036,am-android-foryou-large-native-high-exp3
US,gam,android,large,native,foryou,0.516116,am-android-foryou-large-native-high-exp4
US,gam,android,large,native,foryou,0.207678,am-android-foryou-large-native-high-nods
US,gam,android,large,native,foryou,0.132915,am-android-foryou-large-native-high-withds
US,gam,android,large,native,foryou,0.170991,am-android-foryou-large-native-ib-ctrl-high
US,gam,android,large,native,foryou,0.174716,am-android-foryou-large-native-ib-ctrl-low
US,gam,android,large,native,foryou,0.147228,am-android-foryou-large-native-ib-ctrl-medium
US,gam,android,large,native,foryou,161.582946,am-android-foryou-large-native-ib-ctrl2-high
US,gam,android,large,native,foryou,309.379771,am-android-foryou-large-native-ib-ctrl2-low
US,gam,android,large,native,foryou,210.965299,am-android-foryou-large-native-ib-ctrl2-medium
US,gam,android,large,native,foryou,147.560875,am-android-foryou-large-native-ib-ctrl3-high
US,gam,android,large,native,foryou,385.463967,am-android-foryou-large-native-ib-ctrl3-low
US,gam,android,large,native,foryou,146.433665,am-android-foryou-large-native-ib-ctrl3-medium
US,gam,android,large,native,foryou,1.096449,am-android-foryou-large-native-ib-exp-high
US,gam,android,large,native,foryou,0.338812,am-android-foryou-large-native-ib-exp-low
US,gam,android,large,native,foryou,0.834848,am-android-foryou-large-native-ib-exp-medium
US,gam,android,large,native,foryou,308.220709,am-android-foryou-large-native-ib-exp-new-pf-high
US,gam,android,large,native,foryou,307.037065,am-android-foryou-large-native-ib-exp-new-pf-low
US,gam,android,large,native,foryou,282.993462,am-android-foryou-large-native-ib-exp-new-pf-medium
US,gam,android,large,native,foryou,316.409201,am-android-foryou-large-native-ib-exp-old-pf-high
US,gam,android,large,native,foryou,243.139948,am-android-foryou-large-native-ib-exp-old-pf-low
US,gam,android,large,native,foryou,322.332292,am-android-foryou-large-native-ib-exp-old-pf-medium
US,gam,android,large,native,foryou,305.660465,am-android-foryou-large-native-ib-exp2-high
US,gam,android,large,native,foryou,200.827358,am-android-foryou-large-native-ib-exp2-low
US,gam,android,large,native,foryou,298.964769,am-android-foryou-large-native-ib-exp2-medium
US,gam,android,large,native,foryou,0.079218,am-android-foryou-large-native-ibro-ctrl-high
US,gam,android,large,native,foryou,0.027055,am-android-foryou-large-native-ibro-ctrl-low
US,gam,android,large,native,foryou,0.068727,am-android-foryou-large-native-ibro-ctrl-medium
US,gam,android,large,native,foryou,0.053273,am-android-foryou-large-native-ibro-exp-high
US,gam,android,large,native,foryou,0.027009,am-android-foryou-large-native-ibro-exp-low
US,gam,android,large,native,foryou,0.04609,am-android-foryou-large-native-ibro-exp-medium
ID,gam,android,large,native,foryou,81.371062,am-android-foryou-large-native-id-exp-high
ID,gam,android,large,native,foryou,46.453173,am-android-foryou-large-native-id-exp-low
ID,gam,android,large,native,foryou,51.13882,am-android-foryou-large-native-id-exp-medium
JP,gam,android,large,native,foryou,371.343941,am-android-foryou-large-native-jp-ctl-high
JP,gam,android,large,native,foryou,159.074301,am-android-foryou-large-native-jp-ctl-low
JP,gam,android,large,native,foryou,296.552655,am-android-foryou-large-native-jp-ctl-medium
JP,gam,android,large,native,foryou,0.20481,am-android-foryou-large-native-jp-exp-high
JP,gam,android,large,native,foryou,0.006007,am-android-foryou-large-native-jp-exp-low
JP,gam,android,large,native,foryou,2125.942803,am-android-foryou-large-native-jp-exp2-high
JP,gam,android,large,native,foryou,712.336342,am-android-foryou-large-native-jp-exp2-low
JP,gam,android,large,native,foryou,1155.591616,am-android-foryou-large-native-jp-exp2-medium
KR,gam,android,large,native,foryou,676.884869,am-android-foryou-large-native-kr-ctl-high
KR,gam,android,large,native,foryou,513.492314,am-android-foryou-large-native-kr-ctl-low
KR,gam,android,large,native,foryou,672.305785,am-android-foryou-large-native-kr-ctl-medium
KR,gam,android,large,native,foryou,4031.761437,am-android-foryou-large-native-kr-exp-high
KR,gam,android,large,native,foryou,2483.189926,am-android-foryou-large-native-kr-exp-low
KR,gam,android,large,native,foryou,3786.236083,am-android-foryou-large-native-kr-exp-medium
,,,,,,51.9355,am-android-foryou-large-native-layered-ob-ctrl-ds-high
US,gam,android,large,native,foryou,26.504197,am-android-foryou-large-native-layered-ob-ctrl-high
US,gam,android,large,native,foryou,28.84891,am-android-foryou-large-native-layered-ob-ctrl-low
US,gam,android,large,native,foryou,45.989283,am-android-foryou-large-native-layered-ob-ctrl-medium
,,,,,,54.061,am-android-foryou-large-native-layered-ob-exp-ds-high
US,gam,android,large,native,foryou,0.186575,am-android-foryou-large-native-low-exp
US,gam,android,large,native,foryou,0.103007,am-android-foryou-large-native-low-exp2
US,gam,android,large,native,foryou,0.002416,am-android-foryou-large-native-low-exp3
US,gam,android,large,native,foryou,0.147868,am-android-foryou-large-native-low-exp4
US,gam,android,large,native,foryou,0.040888,am-android-foryou-large-native-low-nods
US,gam,android,large,native,foryou,0.048595,am-android-foryou-large-native-low-withds
US,gam,android,large,native,foryou,0.385529,am-android-foryou-large-native-medium-exp
US,gam,android,large,native,foryou,0.165253,am-android-foryou-large-native-medium-exp2
US,gam,android,large,native,foryou,0.013516,am-android-foryou-large-native-medium-exp3
US,gam,android,large,native,foryou,0.181648,am-android-foryou-large-native-medium-exp4
US,gam,android,large,native,foryou,0.080098,am-android-foryou-large-native-medium-nods
US,gam,android,large,native,foryou,0.056124,am-android-foryou-large-native-medium-withds
MX,gam,android,large,native,foryou,768.81104,am-android-foryou-large-native-mx-exp-high
MX,gam,android,large,native,foryou,453.324926,am-android-foryou-large-native-mx-exp-low
MX,gam,android,large,native,foryou,535.018976,am-android-foryou-large-native-mx-exp-medium
US,gam,android,large,native,foryou,1027.892,am-android-foryou-large-native-nova-ctrl-ds-high
,,,,,,5274.5275,am-android-foryou-large-native-nova-ctrl-ds-high-all
US,gam,android,large,native,foryou,4671.878403,am-android-foryou-large-native-nova-ctrl-high
US,gam,android,large,native,foryou,3983.678095,am-android-foryou-large-native-nova-ctrl-low
US,gam,android,large,native,foryou,4542.577543,am-android-foryou-large-native-nova-ctrl-medium
,,,,,,5354.6055,am-android-foryou-large-native-nova-exp-ds-high-all
US,gam,android,large,native,foryou,4111.992273,am-android-foryou-large-native-nova-exp-high
US,gam,android,large,native,foryou,3811.866557,am-android-foryou-large-native-nova-exp-low
US,gam,android,large,native,foryou,5041.22365,am-android-foryou-large-native-nova-exp-medium
US,gam,android,large,native,foryou,654.30462,am-android-foryou-large-native-nus-2-high
US,gam,android,large,native,foryou,362.84167,am-android-foryou-large-native-nus-2-low
US,gam,android,large,native,foryou,631.683325,am-android-foryou-large-native-nus-2-medium
US,gam,android,large,native,foryou,673.191282,am-android-foryou-large-native-nus-3-high
US,gam,android,large,native,foryou,346.412302,am-android-foryou-large-native-nus-3-low
US,gam,android,large,native,foryou,609.44936,am-android-foryou-large-native-nus-3-medium
US,gam,android,large,native,foryou,1002.688442,am-android-foryou-large-native-nus-ctrl-high
US,gam,android,large,native,foryou,414.862171,am-android-foryou-large-native-nus-ctrl-low
US,gam,android,large,native,foryou,867.944427,am-android-foryou-large-native-nus-ctrl-medium
PE,gam,android,large,native,foryou,44.540193,am-android-foryou-large-native-pe-exp-high
PE,gam,android,large,native,foryou,29.765396,am-android-foryou-large-native-pe-exp-low
PE,gam,android,large,native,foryou,39.833593,am-android-foryou-large-native-pe-exp-medium
US,gam,android,large,native,foryou,1543.3445,am-android-foryou-large-native-prefetch-false-ds-high
US,gam,android,large,native,foryou,988.303445,am-android-foryou-large-native-prefetch-false-high
US,gam,android,large,native,foryou,957.908021,am-android-foryou-large-native-prefetch-false-low
US,gam,android,large,native,foryou,1239.185352,am-android-foryou-large-native-prefetch-false-medium
US,gam,android,large,native,foryou,1574.4085,am-android-foryou-large-native-prefetch-true-ds-high
US,gam,android,large,native,foryou,945.812944,am-android-foryou-large-native-prefetch-true-high
US,gam,android,large,native,foryou,964.813614,am-android-foryou-large-native-prefetch-true-low
US,gam,android,large,native,foryou,1126.593882,am-android-foryou-large-native-prefetch-true-medium
US,gam,android,large,native,foryou,2244.15,am-android-foryou-large-native-pricetune-control-ds-high
US,gam,android,large,native,foryou,1687.200757,am-android-foryou-large-native-pricetune-control-high
US,gam,android,large,native,foryou,1422.507957,am-android-foryou-large-native-pricetune-control-low
US,gam,android,large,native,foryou,1732.459067,am-android-foryou-large-native-pricetune-control-medium
US,gam,android,large,native,foryou,2255.582,am-android-foryou-large-native-pricetune-exp-ds-high
US,gam,android,large,native,foryou,1634.139609,am-android-foryou-large-native-pricetune-exp-high
US,gam,android,large,native,foryou,1363.849464,am-android-foryou-large-native-pricetune-exp-low
US,gam,android,large,native,foryou,1895.525688,am-android-foryou-large-native-pricetune-exp-medium
US,gam,android,large,native,foryou,1239.478,am-android-foryou-large-native-small-traffic-ctrl-ds-high
US,gam,android,large,native,foryou,616.155769,am-android-foryou-large-native-small-traffic-ctrl-high
US,gam,android,large,native,foryou,687.335171,am-android-foryou-large-native-small-traffic-ctrl-low
US,gam,android,large,native,foryou,850.158797,am-android-foryou-large-native-small-traffic-ctrl-medium
US,gam,android,large,native,foryou,122.8415,am-android-foryou-large-native-small-traffic-exp1-ds-high
US,gam,android,large,native,foryou,57.874519,am-android-foryou-large-native-small-traffic-exp1-high
US,gam,android,large,native,foryou,76.072108,am-android-foryou-large-native-small-traffic-exp1-low
US,gam,android,large,native,foryou,83.363693,am-android-foryou-large-native-small-traffic-exp1-medium
US,gam,android,large,native,foryou,124.061,am-android-foryou-large-native-small-traffic-exp2-ds-high
US,gam,android,large,native,foryou,64.992598,am-android-foryou-large-native-small-traffic-exp2-high
US,gam,android,large,native,foryou,70.366251,am-android-foryou-large-native-small-traffic-exp2-low
US,gam,android,large,native,foryou,82.621741,am-android-foryou-large-native-small-traffic-exp2-medium
TR,gam,android,large,native,foryou,68.471986,am-android-foryou-large-native-tr-exp-high
TR,gam,android,large,native,foryou,35.368345,am-android-foryou-large-native-tr-exp-low
TR,gam,android,large,native,foryou,49.716526,am-android-foryou-large-native-tr-exp-medium
,,,,,,643.594,am-android-foryou-large-native-viewable-ctrl-ds-high
US,gam,android,large,native,foryou,380.309436,am-android-foryou-large-native-viewable-ctrl-high
US,gam,android,large,native,foryou,319.869783,am-android-foryou-large-native-viewable-ctrl-low
US,gam,android,large,native,foryou,387.876324,am-android-foryou-large-native-viewable-ctrl-medium
,,,,,,50.251,am-android-foryou-large-native-viewable-ctrl2-ds-high
,,,,,,36.088254,am-android-foryou-large-native-viewable-ctrl2-high
,,,,,,19.414997,am-android-foryou-large-native-viewable-ctrl2-low
,,,,,,36.540838,am-android-foryou-large-native-viewable-ctrl2-medium
US,gam,android,large,native,foryou,0.319194,am-android-foryou-large-native-viewable-dedupe-high
US,gam,android,large,native,foryou,0.012973,am-android-foryou-large-native-viewable-dedupe-low
US,gam,android,large,native,foryou,0.060851,am-android-foryou-large-native-viewable-dedupe-medium
,,,,,,669.3455,am-android-foryou-large-native-viewable-exp-ds-high
,,,,,,439.717299,am-android-foryou-large-native-viewable-exp-high
,,,,,,313.199958,am-android-foryou-large-native-viewable-exp-low
,,,,,,459.824512,am-android-foryou-large-native-viewable-exp-medium
,,,,,,54.2295,am-android-foryou-large-native-viewable-exp2-ds-high
,,,,,,54.672334,am-android-foryou-large-native-viewable-exp2-high
,,,,,,27.451052,am-android-foryou-large-native-viewable-exp2-low
,,,,,,35.191895,am-android-foryou-large-native-viewable-exp2-medium
US,gam,android,large,native,foryou,0.201049,am-android-foryou-large-native-viewable-position-high
US,gam,android,large,native,foryou,0.024248,am-android-foryou-large-native-viewable-position-low
US,gam,android,large,native,foryou,0.058245,am-android-foryou-large-native-viewable-position-medium
US,gam,android,large,native,foryou,0.009024,am-android-foryou-large-native-whitelist-whitelisted
US,gam,android,large,native,foryou,0.075156,am-android-foryou-large-test
US,gam,android,small,native,foryou,98.341821,am-android-foryou-small-high
US,gam,android,small,native,foryou,0.015025,am-android-foryou-small-high-exp
US,gam,android,small,native,foryou,231.159055,am-android-foryou-small-low
US,gam,android,small,native,foryou,225.327156,am-android-foryou-small-medium
US,gam,android,small,native,foryou,6.6e-05,am-android-foryou-small-medium-exp
AT,gam,android,small,native,foryou,13.724141,am-android-foryou-small-native-at-exp-high
AT,gam,android,small,native,foryou,8.698511,am-android-foryou-small-native-at-exp-low
AT,gam,android,small,native,foryou,11.353024,am-android-foryou-small-native-at-exp-medium
DE,gam,android,small,native,foryou,506.029294,am-android-foryou-small-native-de-exp-high
DE,gam,android,small,native,foryou,373.372527,am-android-foryou-small-native-de-exp-low
DE,gam,android,small,native,foryou,430.132617,am-android-foryou-small-native-de-exp-medium
FR,gam,android,small,native,foryou,60.75422,am-android-foryou-small-native-fr-exp-high
FR,gam,android,small,native,foryou,37.982737,am-android-foryou-small-native-fr-exp-low
FR,gam,android,small,native,foryou,57.668525,am-android-foryou-small-native-fr-exp-medium
IT,gam,android,small,native,foryou,329.557447,am-android-foryou-small-native-it-exp-high
IT,gam,android,small,native,foryou,319.743605,am-android-foryou-small-native-it-exp-low
IT,gam,android,small,native,foryou,270.708979,am-android-foryou-small-native-it-exp-medium
NL,gam,android,small,native,foryou,169.18878,am-android-foryou-small-native-nl-exp-high
