ad_unit_name,market,ad_network,os,slot,format,page
am-android-article-related-native-dslt-exp-high,US,gam,android,related,native,article
am-android-article-related-native-dslt-exp-medium,US,gam,android,related,native,article
am-android-article-related-native-dslt-exp-low,US,gam,android,related,native,article
am-android-article-inside-display-dslt-exp-ds-high,US,gam,android,inside,display,article
fb-android-article-inside-native-dslt-exp-high,US,fb,android,inside,native,article
fb-android-article-inside-native-dslt-exp-medium,US,fb,android,inside,native,article
fb-android-article-inside-native-dslt-exp-low,US,fb,android,inside,native,article
gam360-android-article-inside-native-dslt-exp-high,US,gam360,android,inside,native,article
gam360-android-article-inside-native-dslt-exp-medium,US,gam360,android,inside,native,article
gam360-android-article-inside-native-dslt-exp-low,US,gam360,android,inside,native,article
am-android-article-inside-display-dslt-exp-high,US,gam,android,inside,display,article
am-android-article-inside-display-dslt-exp-medium,US,gam,android,inside,display,article
am-android-article-inside-display-dslt-exp-low,US,gam,android,inside,display,article
fb-android-article-top-display-dslt-exp,US,fb,android,top,display,article
am-android-article-top-display-dslt-exp-ds-high,US,gam,android,top,display,article
am-android-article-top-display-dslt-exp-high,US,gam,android,top,display,article
am-android-article-top-display-dslt-exp-medium,US,gam,android,top,display,article
am-android-article-top-display-dslt-exp-low,US,gam,android,top,display,article
fb-ios-foryou-large-native-dslt-ctrl,US,fb,ios,large,native,foryou
am-ios-foryou-large-native-dslt-ctrl-high,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-dslt-ctrl-medium,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-dslt-ctrl-low,US,gam,ios,large,native,foryou
fb-ios-article-related-native-dslt-ctrl,US,fb,ios,related,native,article
am-ios-article-related-native-dslt-ctrl-high,US,gam,ios,related,native,article
am-ios-article-related-native-dslt-ctrl-medium,US,gam,ios,related,native,article
am-ios-article-related-native-dslt-ctrl-low,US,gam,ios,related,native,article
fb-ios-article-inside-native-dslt-ctrl,US,fb,ios,inside,native,article
am-ios-article-inside-native-dslt-ctrl-high,US,gam,ios,inside,native,article
am-ios-article-inside-native-dslt-ctrl-medium,US,gam,ios,inside,native,article
am-ios-article-inside-native-dslt-ctrl-low,US,gam,ios,inside,native,article
am-ios-article-inside-display-dslt-ctrl-high,US,gam,ios,inside,display,article
am-ios-article-inside-display-dslt-ctrl-medium,US,gam,ios,inside,display,article
am-ios-article-inside-display-dslt-ctrl-low,US,gam,ios,inside,display,article
fb-ios-article-top-display-dslt-ctrl,US,fb,ios,top,display,article
am-ios-article-top-display-dslt-ctrl-high,US,gam,ios,top,display,article
am-ios-article-top-display-dslt-ctrl-medium,US,gam,ios,top,display,article
am-ios-article-top-display-dslt-ctrl-low,US,gam,ios,top,display,article
fb-ios-foryou-large-native-dslt-exp,US,fb,ios,large,native,foryou
am-ios-foryou-large-native-dslt-exp-ds-high,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-dslt-exp-high,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-dslt-exp-medium,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-dslt-exp-low,US,gam,ios,large,native,foryou
fb-ios-article-related-native-dslt-exp,US,fb,ios,related,native,article
am-ios-article-related-native-dslt-exp-ds-high,US,gam,ios,related,native,article
am-ios-article-related-native-dslt-exp-high,US,gam,ios,related,native,article
am-ios-article-related-native-dslt-exp-medium,US,gam,ios,related,native,article
am-ios-article-related-native-dslt-exp-low,US,gam,ios,related,native,article
am-ios-article-inside-display-dslt-exp-ds-high,US,gam,ios,inside,display,article
fb-ios-article-inside-native-dslt-exp,US,fb,ios,inside,native,article
am-ios-article-inside-native-dslt-exp-high,US,gam,ios,inside,native,article
am-ios-article-inside-native-dslt-exp-medium,US,gam,ios,inside,native,article
am-ios-article-inside-native-dslt-exp-low,US,gam,ios,inside,native,article
am-ios-article-inside-display-dslt-exp-high,US,gam,ios,inside,display,article
am-ios-article-inside-display-dslt-exp-medium,US,gam,ios,inside,display,article
am-ios-article-inside-display-dslt-exp-low,US,gam,ios,inside,display,article
fb-ios-article-top-display-dslt-exp,US,fb,ios,top,display,article
am-ios-article-top-display-dslt-exp-ds-high,US,gam,ios,top,display,article
am-ios-article-top-display-dslt-exp-high,US,gam,ios,top,display,article
am-ios-article-top-display-dslt-exp-medium,US,gam,ios,top,display,article
am-ios-article-top-display-dslt-exp-low,US,gam,ios,top,display,article
fb-ios-article-inside-native-ndfa-ctrl,US,fb,ios,inside,native,article
am-ios-article-inside-native-ndfa-ctrl-high,US,gam,ios,inside,native,article
am-ios-article-inside-native-ndfa-ctrl-medium,US,gam,ios,inside,native,article
am-ios-article-inside-native-ndfa-ctrl-low,US,gam,ios,inside,native,article
am-ios-article-inside-display-ndfa-ctrl-high,US,gam,ios,inside,display,article
am-ios-article-inside-display-ndfa-ctrl-medium,US,gam,ios,inside,display,article
am-ios-article-inside-display-ndfa-ctrl-low,US,gam,ios,inside,display,article
fb-ios-article-related-native-ndfa-ctrl,US,fb,ios,related,native,article
am-ios-article-related-native-ndfa-ctrl-high,US,gam,ios,related,native,article
am-ios-article-related-native-ndfa-ctrl-medium,US,gam,ios,related,native,article
am-ios-article-related-native-ndfa-ctrl-low,US,gam,ios,related,native,article
fb-ios-article-inside-native-ndfa-exp,US,fb,ios,inside,native,article
am-ios-article-inside-native-ndfa-exp-high,US,gam,ios,inside,native,article
am-ios-article-inside-native-ndfa-exp-medium,US,gam,ios,inside,native,article
am-ios-article-inside-native-ndfa-exp-low,US,gam,ios,inside,native,article
am-ios-article-inside-display-ndfa-exp-high,US,gam,ios,inside,display,article
am-ios-article-inside-display-ndfa-exp-medium,US,gam,ios,inside,display,article
am-ios-article-inside-display-ndfa-exp-low,US,gam,ios,inside,display,article
fb-ios-article-related-native-ndfa-exp,US,fb,ios,related,native,article
am-ios-article-related-native-ndfa-exp-high,US,gam,ios,related,native,article
am-ios-article-related-native-ndfa-exp-medium,US,gam,ios,related,native,article
am-ios-article-related-native-ndfa-exp-low,US,gam,ios,related,native,article
fb-android-foryou-large-native-galaxy-ctrl,US,fb,android,large,native,foryou
am-android-foryou-large-native-galaxy-ctrl-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-galaxy-ctrl-medium,US,gam,android,large,native,foryou
am-android-foryou-large-native-galaxy-ctrl-low,US,gam,android,large,native,foryou
fb-android-foryou-large-native-galaxy-exp,US,fb,android,large,native,foryou
am-android-foryou-large-native-galaxy-exp-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-galaxy-exp-medium,US,gam,android,large,native,foryou
am-android-foryou-large-native-galaxy-exp-low,US,gam,android,large,native,foryou
fb-android-article-related-native-cf-1,US,fb,android,related,native,article
am-android-article-related-native-cf-1-high,US,gam,android,related,native,article
am-android-article-related-native-cf-1-medium,US,gam,android,related,native,article
am-android-article-related-native-cf-1-low,US,gam,android,related,native,article
fb-android-article-related-native-cf-2,US,fb,android,related,native,article
am-android-article-related-native-cf-2-high,US,gam,android,related,native,article
am-android-article-related-native-cf-2-medium,US,gam,android,related,native,article
am-android-article-related-native-cf-2-low,US,gam,android,related,native,article
fb-ios-foryou-large-native-creative-freqcap-ctrl,US,fb,ios,large,native,foryou
am-ios-foryou-large-native-creative-freqcap-ctrl-high,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-creative-freqcap-ctrl-medium,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-creative-freqcap-ctrl-low,US,gam,ios,large,native,foryou
fb-ios-foryou-large-native-creative-freqcap-exp,US,fb,ios,large,native,foryou
am-ios-foryou-large-native-creative-freqcap-exp-high,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-creative-freqcap-exp-medium,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-creative-freqcap-exp-low,US,gam,ios,large,native,foryou
fb-ios-foryou-large-native-creative-freqcap-dedupe,US,fb,ios,large,native,foryou
am-ios-foryou-large-native-creative-freqcap-dedupe-high,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-creative-freqcap-dedupe-medium,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-creative-freqcap-dedupe-low,US,gam,ios,large,native,foryou
am-android-foryou-large-native-cf-1-ds-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-cf-2-ds-high,US,gam,android,large,native,foryou
am-android-article-related-native-cf-1-ds-high,US,gam,android,related,native,article
am-android-article-related-native-cf-2-ds-high,US,gam,android,related,native,article
am-ios-foryou-large-native-creative-freqcap-ctrl-ds-high,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-creative-freqcap-exp-ds-high,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-creative-freqcap-dedupe-ds-high,US,gam,ios,large,native,foryou
am-ios-article-inside-display-ndfa-ctrl-ds-high,US,gam,ios,inside,display,article
am-ios-article-inside-display-ndfa-exp-ds-high,US,gam,ios,inside,display,article
am-ios-article-related-native-ndfa-ctrl-ds-high,US,gam,ios,related,native,article
am-ios-article-related-native-ndfa-exp-ds-high,US,gam,ios,related,native,article
am-ios-article-related-native-ds-high-dedup-control,US,gam,ios,related,native,article
am-ios-article-related-native-ds-high-dedup-exp,US,gam,ios,related,native,article
fb-android-foryou-small-native-de-exp,DE,fb,android,small,native,foryou
am-android-foryou-small-native-de-exp-high,DE,gam,android,small,native,foryou
am-android-foryou-small-native-de-exp-medium,DE,gam,android,small,native,foryou
am-android-foryou-small-native-de-exp-low,DE,gam,android,small,native,foryou
fb-android-article-top-display-de-exp,DE,fb,android,top,display,article
am-android-article-top-display-de-exp-high,DE,gam,android,top,display,article
am-android-article-top-display-de-exp-medium,DE,gam,android,top,display,article
am-android-article-top-display-de-exp-low,DE,gam,android,top,display,article
fb-android-article-top-display-ar-exp,AR,fb,android,top,display,article
am-android-article-top-display-ar-exp-high,AR,gam,android,top,display,article
am-android-article-top-display-ar-exp-medium,AR,gam,android,top,display,article
am-android-article-top-display-ar-exp-low,AR,gam,android,top,display,article
fb-android-foryou-large-native-ar-exp,AR,fb,android,large,native,foryou
am-android-foryou-large-native-ar-exp-high,AR,gam,android,large,native,foryou
am-android-foryou-large-native-ar-exp-medium,AR,gam,android,large,native,foryou
am-android-foryou-large-native-ar-exp-low,AR,gam,android,large,native,foryou
fb-android-article-top-display-prod-galaxy,US,fb,android,top,display,article
fb-android-foryou-large-native-prod-galaxy,US,fb,android,large,native,foryou
fb-android-launch-fullscreen-interstitial-prod-galaxy,US,fb,android,fullscreen,interstitial,launch
fb-android-article-related-native-prod-galaxy,US,fb,android,related,native,article
fb-android-foryou-large-native-pricetune-control,US,fb,android,large,native,foryou
fb-android-foryou-large-native-pricetune-exp,US,fb,android,large,native,foryou
am-android-foryou-large-native-pricetune-exp-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-pricetune-control-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-pricetune-exp-medium,US,gam,android,large,native,foryou
fb-ios-foryou-large-native-pricetune-exp,US,fb,ios,large,native,foryou
fb-ios-foryou-large-native-pricetune-control,US,fb,ios,large,native,foryou
am-ios-foryou-large-native-pricetune-exp-low,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-pricetune-control-low,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-pricetune-exp-medium,US,gam,ios,large,native,foryou
am-android-foryou-large-native-pricetune-control-ds-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-pricetune-exp-ds-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-pricetune-control-medium,US,gam,android,large,native,foryou
am-ios-foryou-large-native-pricetune-control-high,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-pricetune-control-medium,US,gam,ios,large,native,foryou
am-android-foryou-large-native-pricetune-control-low,US,gam,android,large,native,foryou
am-android-foryou-large-native-pricetune-exp-low,US,gam,android,large,native,foryou
am-ios-foryou-large-native-pricetune-exp-ds-high,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-pricetune-control-ds-high,US,gam,ios,large,native,foryou
am-ios-foryou-large-native-pricetune-exp-high,US,gam,ios,large,native,foryou
fb-android-foryou-large-native-nova-ctrl,US,fb,android,large,native,foryou
am-android-foryou-large-native-nova-ctrl-ds-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-nova-ctrl-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-nova-ctrl-medium,US,gam,android,large,native,foryou
am-android-foryou-large-native-nova-ctrl-low,US,gam,android,large,native,foryou
fb-android-foryou-large-native-nova-exp,US,fb,android,large,native,foryou
nova-android-foryou-large-native-nova-exp-ds-high,US,nova,android,large,native,foryou
am-android-foryou-large-native-nova-exp-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-nova-exp-medium,US,gam,android,large,native,foryou
am-android-foryou-large-native-nova-exp-low,US,gam,android,large,native,foryou
fb-ios-launch-welcome-interstitial-adsource-control,US,fb,ios,welcome,interstitial,launch
gg-ios-launch-welcome-interstitial-adsource-exp-higher,US,gg,ios,welcome,interstitial,launch
gg-ios-launch-welcome-interstitial-adsource-exp-high,US,gg,ios,welcome,interstitial,launch
fb-ios-launch-welcome-interstitial-adsource-exp,US,fb,ios,welcome,interstitial,launch
gg-ios-launch-welcome-interstitial-adsource-control-high,US,gg,ios,welcome,interstitial,launch
gg-ios-launch-welcome-interstitial-adsource-exp-medium,US,gg,ios,welcome,interstitial,launch
am-ios-launch-welcome-interstitial-adsource-exp2-higher,US,gam,ios,welcome,interstitial,launch
am-ios-launch-welcome-interstitial-adsource-exp-higher,US,gam,ios,welcome,interstitial,launch
am-ios-launch-welcome-interstitial-adsource-exp-high,US,gam,ios,welcome,interstitial,launch
gg-ios-launch-welcome-interstitial-adsource-control-higher,US,gg,ios,welcome,interstitial,launch
am-ios-launch-welcome-interstitial-adsource-exp-medium,US,gam,ios,welcome,interstitial,launch
fb-ios-launch-welcome-interstitial-adsource-exp2,US,fb,ios,welcome,interstitial,launch
am-ios-launch-welcome-interstitial-adsource-exp2-high,US,gam,ios,welcome,interstitial,launch
gg-ios-launch-welcome-interstitial-adsource-control-medium,US,gg,ios,welcome,interstitial,launch
am-ios-launch-welcome-interstitial-adsource-exp2-medium,US,gam,ios,welcome,interstitial,launch
fb-android-foryou-large-native-nus-ctrl,US,fb,android,large,native,foryou
am-android-foryou-large-native-nus-ctrl-ds-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-nus-ctrl-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-nus-ctrl-medium,US,gam,android,large,native,foryou
am-android-foryou-large-native-nus-ctrl-low,US,gam,android,large,native,foryou
fb-android-article-top-display-nus-ctrl,US,fb,android,top,display,article
am-android-article-top-display-nus-ctrl-ds-high,US,gam,android,top,display,article
am-android-article-top-display-nus-ctrl-high,US,gam,android,top,display,article
am-android-article-top-display-nus-ctrl-medium,US,gam,android,top,display,article
am-android-article-top-display-nus-ctrl-low,US,gam,android,top,display,article
fb-android-launch-fullscreen-interstitial-nus-ctrl,US,fb,android,fullscreen,interstitial,launch
am-android-launch-fullscreen-interstitial-nus-ctrl-high,US,gam,android,fullscreen,interstitial,launch
am-android-launch-fullscreen-interstitial-nus-ctrl-medium,US,gam,android,fullscreen,interstitial,launch
am-android-launch-fullscreen-interstitial-nus-ctrl-low,US,gam,android,fullscreen,interstitial,launch
fb-android-article-related-native-nus-ctrl,US,fb,android,related,native,article
am-android-article-related-native-nus-ctrl-ds-high,US,gam,android,related,native,article
am-android-article-related-native-nus-ctrl-high,US,gam,android,related,native,article
am-android-article-related-native-nus-ctrl-medium,US,gam,android,related,native,article
am-android-article-related-native-nus-ctrl-low,US,gam,android,related,native,article
fb-android-article-inside-native-nus-ctrl,US,fb,android,inside,native,article
am-android-article-inside-display-nus-ctrl-ds-high,US,gam,android,inside,display,article
am-android-article-inside-native-nus-ctrl-high,US,gam,android,inside,native,article
am-android-article-inside-native-nus-ctrl-medium,US,gam,android,inside,native,article
am-android-article-inside-native-nus-ctrl-low,US,gam,android,inside,native,article
am-android-article-inside-display-nus-ctrl-high,US,gam,android,inside,display,article
am-android-article-inside-display-nus-ctrl-medium,US,gam,android,inside,display,article
am-android-article-inside-display-nus-ctrl-low,US,gam,android,inside,display,article
fb-android-foryou-large-native-nus-2,US,fb,android,large,native,foryou
am-android-foryou-large-native-nus-2-ds-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-nus-2-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-nus-2-medium,US,gam,android,large,native,foryou
am-android-foryou-large-native-nus-2-low,US,gam,android,large,native,foryou
fb-android-article-top-display-nus-2,US,fb,android,top,display,article
am-android-article-top-display-nus-2-ds-high,US,gam,android,top,display,article
am-android-article-top-display-nus-2-high,US,gam,android,top,display,article
am-android-article-top-display-nus-2-medium,US,gam,android,top,display,article
am-android-article-top-display-nus-2-low,US,gam,android,top,display,article
fb-android-launch-fullscreen-interstitial-nus-2,US,fb,android,fullscreen,interstitial,launch
am-android-launch-fullscreen-interstitial-nus-2-high,US,gam,android,fullscreen,interstitial,launch
am-android-launch-fullscreen-interstitial-nus-2-medium,US,gam,android,fullscreen,interstitial,launch
am-android-launch-fullscreen-interstitial-nus-2-low,US,gam,android,fullscreen,interstitial,launch
fb-android-article-related-native-nus-2,US,fb,android,related,native,article
am-android-article-related-native-nus-2-ds-high,US,gam,android,related,native,article
am-android-article-related-native-nus-2-high,US,gam,android,related,native,article
am-android-article-related-native-nus-2-medium,US,gam,android,related,native,article
am-android-article-related-native-nus-2-low,US,gam,android,related,native,article
fb-android-article-inside-native-nus-2,US,fb,android,inside,native,article
am-android-article-inside-display-nus-2-ds-high,US,gam,android,inside,display,article
am-android-article-inside-native-nus-2-high,US,gam,android,inside,native,article
am-android-article-inside-native-nus-2-medium,US,gam,android,inside,native,article
am-android-article-inside-native-nus-2-low,US,gam,android,inside,native,article
am-android-article-inside-display-nus-2-high,US,gam,android,inside,display,article
am-android-article-inside-display-nus-2-medium,US,gam,android,inside,display,article
am-android-article-inside-display-nus-2-low,US,gam,android,inside,display,article
fb-android-foryou-large-native-nus-3,US,fb,android,large,native,foryou
am-android-foryou-large-native-nus-3-ds-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-nus-3-high,US,gam,android,large,native,foryou
am-android-foryou-large-native-nus-3-medium,US,gam,android,large,native,foryou
am-android-foryou-large-native-nus-3-low,US,gam,android,large,native,foryou
fb-android-article-top-display-nus-3,US,fb,android,top,display,article
am-android-article-top-display-nus-3-ds-high,US,gam,android,top,display,article
am-android-article-top-display-nus-3-high,US,gam,android,top,display,article
am-android-article-top-display-nus-3-medium,US,gam,android,top,display,article
am-android-article-top-display-nus-3-low,US,gam,android,top,display,article
fb-android-launch-fullscreen-interstitial-nus-3,US,fb,android,fullscreen,interstitial,launch
am-android-launch-fullscreen-interstitial-nus-3-high,US,gam,android,fullscreen,interstitial,launch
am-android-launch-fullscreen-interstitial-nus-3-medium,US,gam,android,fullscreen,interstitial,launch
am-android-launch-fullscreen-interstitial-nus-3-low,US,gam,android,fullscreen,interstitial,launch
fb-android-article-related-native-nus-3,US,fb,android,related,native,article
am-android-article-related-native-nus-3-ds-high,US,gam,android,related,native,article
am-android-article-related-native-nus-3-high,US,gam,android,related,native,article
am-android-article-related-native-nus-3-medium,US,gam,android,related,native,article
am-android-article-related-native-nus-3-low,US,gam,android,related,native,article
fb-android-article-inside-native-nus-3,US,fb,android,inside,native,article
am-android-article-inside-display-nus-3-ds-high,US,gam,android,inside,display,article
am-android-article-inside-native-nus-3-high,US,gam,android,inside,native,article
am-android-article-inside-native-nus-3-medium,US,gam,android,inside,native,article
am-android-article-inside-native-nus-3-low,US,gam,android,inside,native,article
am-android-article-inside-display-nus-3-high,US,gam,android,inside,display,article
am-android-article-inside-display-nus-3-medium,US,gam,android,inside,display,article
am-android-article-inside-display-nus-3-low,US,gam,android,inside,display,article
