ad_unit_name,market,ad_network,os,slot,format,page
fb-ios-article-3-bigcard-control-bidding-am,US,fb,ios,related,native,article
fb-ios-article-3-control,US,fb,ios,related,native,article
fb-ios-article-6,US,fb,ios,related,native,article
fb-ios-article-9,US,fb,ios,related,native,article
fb-ios-article-huge-adsapi-separate,US,fb,ios,huge,native,article
fb-ios-article-huge-adslt-control,US,fb,ios,huge,native,article
fb-ios-article-huge-bidding,US,fb,ios,huge,native,article
fb-ios-article-huge-bigcard-control-bidding,US,fb,ios,huge,native,article
fb-ios-article-huge-bigcard-yes-bidding,US,fb,ios,huge,native,article
fb-ios-article-huge-native-bidding-exp,US,fb,ios,huge,native,article
fb-ios-article-huge-native-bidding-exp2,US,fb,ios,huge,native,article
fb-ios-article-inside,US,fb,ios,inside,native,article
fb-ios-article-inside-native-lazy-control,US,fb,ios,inside,native,article
fb-ios-article-inside-native-lazy-exp,US,fb,ios,inside,native,article
fb-ios-article-related-adsapi-separate,US,fb,ios,related,native,article
fb-ios-article-related-adslt-control,US,fb,ios,related,native,article
fb-ios-article-related-adslt-vip,US,fb,ios,related,native,article
fb-ios-article-related-native-bidding-exp,US,fb,ios,related,native,article
fb-ios-article-top,US,fb,ios,top,display,article
fb-ios-article-top-adslt-control,US,fb,ios,top,display,article
fb-ios-article-top-bidding-bigcard-yes,US,fb,ios,top,display,article
fb-ios-article-top-bigcard-control-high,US,fb,ios,top,display,article
fb-ios-article-top-bigcard-control-ob,US,fb,ios,top,display,article
fb-ios-article-top-bigcard-yes-high,US,fb,ios,top,display,article
fb-ios-article-top-bigcard-yes-ob,US,fb,ios,top,display,article
fb-ios-article-top-control-bigcard-yes-ob,US,fb,ios,top,display,article
fb-ios-article-top-control-high-bigcard-yes,US,fb,ios,top,display,article
fb-ios-article-top-display-bidding-exp,US,fb,ios,top,display,article
fb-ios-article-top-display-bidding-exp2,US,fb,ios,top,display,article
fb-ios-article-top-high,US,fb,ios,top,display,article
fb-ios-article-top-ob,US,fb,ios,top,display,article
fb-ios-article-top-tmp,US,fb,ios,top,display,article
fb-ios-channel-large,US,fb,ios,large,native,channel
fb-ios-foryou-large,US,fb,ios,large,native,foryou
fb-ios-foryou-large-adslt-control,US,fb,ios,large,native,foryou
fb-ios-foryou-large-adslt-vip,US,fb,ios,large,native,foryou
fb-ios-foryou-large-backfill,US,fb,ios,large,native,foryou
fb-ios-foryou-large-bigcard-yes-bidding,US,fb,ios,large,native,foryou
fb-ios-foryou-large-exp2,US,fb,ios,large,native,foryou
fb-ios-foryou-large-exp3,US,fb,ios,large,native,foryou
fb-ios-foryou-large-high,US,fb,ios,large,native,foryou
fb-ios-foryou-large-high-exp2,US,fb,ios,large,native,foryou
fb-ios-foryou-large-low,US,fb,ios,large,native,foryou
fb-ios-foryou-large-low-exp2,US,fb,ios,large,native,foryou
fb-ios-foryou-large-medium,US,fb,ios,large,native,foryou
fb-ios-foryou-large-medium-exp2,US,fb,ios,large,native,foryou
fb-ios-foryou-large-native-bidding-attno,US,fb,ios,large,native,foryou
fb-ios-foryou-large-native-bidding-attno2,US,fb,ios,large,native,foryou
fb-ios-foryou-large-native-bidding-attyes,US,fb,ios,large,native,foryou
fb-ios-foryou-large-native-bidding-attyes2,US,fb,ios,large,native,foryou
fb-ios-foryou-large-native-bidding-exp,US,fb,ios,large,native,foryou
fb-ios-foryou-large-oldversion,US,fb,ios,large,native,foryou
fb-ios-foryou-large-replace,US,fb,ios,large,native,foryou
fb-ios-launch-fullscreen-interstitial-bidding-exp,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-fullscreen-interstitial-bidding-exp2,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-fullscreen-interstitial-bidding-exp3,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-fullscreen-interstitial-bidding-exp4,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-fullscreen-interstitial-bidding-exp5,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-fullscreen-interstitial-bidding-exp6,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-fullscreen-interstitial-timeout-control,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-fullscreen-interstitial-timeout-exp,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-welcome-adsapi-separate,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-welcome-adslt-control,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-welcome-am,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-welcome-bidding,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-welcome-biddingtest2,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-welcome-control,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-welcome-control-deprecated,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-welcome-htnt,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-welcome-low,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-welcome-ob,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-welcome-oldversion,US,fb,ios,fullscreen,interstitial,launch
fb-ios-launch-welcome-test,US,fb,ios,fullscreen,interstitial,launch
fb-ios-local-large,US,fb,ios,large,native,local
fb-ios-local-large-ob,US,fb,ios,large,native,local
fb-ios-local-ob,US,fb,ios,large,native,local
fb-ios-video-related,US,fb,ios,related,native,video
fb-ios-video-stream,US,fb,ios,large,native,video
fb-web-article-top,US,fb,web,top,display,article
gam360-android-article-inside-display-ds,US,gam360,android,inside,native,article
gam360-android-article-inside-display-test,US,gam360,android,inside,native,article
gam360-android-article-inside-native-test,US,gam360,android,inside,native,article
gam360-android-article-related-native-ds,US,gam360,android,related,native,article
gam360-android-article-related-native-high-exp1,US,gam360,android,related,native,article
gam360-android-article-related-native-high-exp2,US,gam360,android,related,native,article
gam360-android-article-related-native-high-exp3,US,gam360,android,related,native,article
gam360-android-article-related-native-ib-ctrl-high,US,gam360,android,related,native,article
gam360-android-article-related-native-ib-ctrl-low,US,gam360,android,related,native,article
gam360-android-article-related-native-ib-ctrl-medium,US,gam360,android,related,native,article
gam360-android-article-related-native-ib-high,US,gam360,android,related,native,article
gam360-android-article-related-native-ib-low,US,gam360,android,related,native,article
gam360-android-article-related-native-ib-medium,US,gam360,android,related,native,article
gam360-android-article-related-native-low-exp1,US,gam360,android,related,native,article
gam360-android-article-related-native-low-exp2,US,gam360,android,related,native,article
gam360-android-article-related-native-low-exp3,US,gam360,android,related,native,article
gam360-android-article-related-native-medium-exp1,US,gam360,android,related,native,article
gam360-android-article-related-native-medium-exp2,US,gam360,android,related,native,article
gam360-android-article-related-native-medium-exp3,US,gam360,android,related,native,article
gam360-android-article-related-native-ob-exp1,US,gam360,android,related,native,article
gam360-android-article-related-native-test,US,gam360,android,related,native,article
gam360-android-article-top-banner-ds,US,gam360,android,top,display,article
gam360-android-article-top-banner-test,US,gam360,android,top,display,article
gam360-android-article-top-display-ds,US,gam360,android,top,display,article
gam360-android-foryou-large-native-ds,US,gam360,android,large,native,foryou
gam360-android-foryou-large-native-high-exp1,US,gam360,android,large,native,foryou
gam360-android-foryou-large-native-key-value-test,US,gam360,android,large,native,foryou
gam360-android-foryou-large-native-low-exp1,US,gam360,android,large,native,foryou
gam360-android-foryou-large-native-medium-exp1,US,gam360,android,large,native,foryou
gam360-android-foryou-large-native-ob-exp1,US,gam360,android,large,native,foryou
gam360-android-launch-fullscreen-interstitial-bidding-exp2,US,gam360,android,fullscreen,interstitial,launch
gam360-android-launch-fullscreen-interstitial-high-exp,US,gam360,android,fullscreen,interstitial,launch
gam360-android-launch-fullscreen-interstitial-higher-exp,US,gam360,android,fullscreen,interstitial,launch
gam360-android-launch-fullscreen-interstitial-medium-exp,US,gam360,android,fullscreen,interstitial,launch
gam360-ios-article-inside-display-ds,US,gam360,ios,inside,native,article
gam360-ios-article-inside-display-test,US,gam360,ios,inside,native,article
gam360-ios-article-related-native-ds,US,gam360,ios,related,native,article
gam360-ios-article-top-banner-ds,US,gam360,ios,top,display,article
gam360-ios-article-top-display-ds,US,gam360,ios,top,display,article
gam360-ios-foryou-large-native-ds,US,gam360,ios,large,native,foryou
gam360-ios-foryou-large-native-test,US,gam360,ios,large,native,foryou
gam360-ios-launch-fullscreen-interstitial-bidding-exp2,US,gam360,ios,fullscreen,interstitial,launch
gam360-web-article-right-display-desktop-ds,US,gam360,web,right,display,article
gam360-web-article-top-display-mobile-ds,US,gam360,web,top,display,article
gg-android-article-0,US,admob,android,related,native,article
gg-android-article-0-below,US,admob,android,related,native,article
gg-android-article-0-high,US,admob,android,related,native,article
gg-android-article-0-oldversion,US,admob,android,related,native,article
gg-android-article-10,US,admob,android,related,native,article
gg-android-article-12,US,admob,android,related,native,article
gg-android-article-15-high,US,admob,android,related,native,article
gg-android-article-15-low,US,admob,android,related,native,article
gg-android-article-15-oldversion,US,admob,android,related,native,article
gg-android-article-20,US,admob,android,related,native,article
gg-android-article-3,US,admob,android,related,native,article
gg-android-article-3-low,US,admob,android,related,native,article
gg-android-article-6,US,admob,android,related,native,article
gg-android-article-9,US,admob,android,related,native,article
gg-android-article-back-10,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-21,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-41,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-99,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-admob-10,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-admob-21,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-admob-41,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-admob-99,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-auto,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-auto-10,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-auto-21,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-auto-41,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-auto-99,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-auto-test-10,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-auto-test-21,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-auto-test-41,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-auto-test-99,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-backfill-oldversion,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-bk-10,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-bk-21,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-bk-41,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-bk-99,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-higer,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-high,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-interval-control-16,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-interval-control-22,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-interval-control-30,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-interval-control-8,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-interval-floortest-10,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-interval-floortest-21,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-interval-floortest-41,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-interval-floortest-99,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-interval-test-16,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-interval-test-22,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-interval-test-30,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-interval-test-8,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-ironsource-tmp-10,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-low,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-mediation,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-mediation-10,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-mediation-99,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-medium,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-ob,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-old-10,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-tmp-ironsource-21,US,admob,android,fullscreen,interstitial,article
gg-android-article-back-tmp-ironsource-41,US,admob,android,fullscreen,interstitial,article
gg-android-article-top,US,admob,android,top,display,article
gg-android-article-top-bidding,US,admob,android,top,display,article
gg-android-article-top-bk-1,US,admob,android,top,display,article
gg-android-article-top-bk-3,US,admob,android,top,display,article
gg-android-article-top-bk-6,US,admob,android,top,display,article
gg-android-article-top-ironsource-1_5,US,admob,android,top,display,article
gg-android-article-top-ironsource-3,US,admob,android,top,display,article
gg-android-article-top-ironsource-5,US,admob,android,top,display,article
gg-android-article-top-targeting-age-18_24,US,admob,android,top,display,article
gg-android-article-top-targeting-age-25_34,US,admob,android,top,display,article
gg-android-article-top-targeting-age-35_44,US,admob,android,top,display,article
gg-android-article-top-targeting-age-45_54,US,admob,android,top,display,article
gg-android-article-top-targeting-age-55_64,US,admob,android,top,display,article
gg-android-article-top-targeting-age-65,US,admob,android,top,display,article
gg-android-article-top-targeting-female,US,admob,android,top,display,article
gg-android-article-top-targeting-male,US,admob,android,top,display,article
gg-android-article-top-waterfall,US,admob,android,top,display,article
gg-android-channel-large,US,admob,android,large,native,channel
gg-android-foryou-large,US,admob,android,large,native,foryou
gg-android-foryou-large-below,US,admob,android,large,native,foryou
gg-android-foryou-large-bk-15,US,admob,android,large,native,foryou
gg-android-foryou-large-bk-17-new,US,admob,android,large,native,foryou
gg-android-foryou-large-bk-2,US,admob,android,large,native,foryou
gg-android-foryou-large-bk-2-new,US,admob,android,large,native,foryou
gg-android-foryou-large-bk-6,US,admob,android,large,native,foryou
gg-android-foryou-large-bk-6_5-new,US,admob,android,large,native,foryou
gg-android-foryou-large-bk-control,US,admob,android,large,native,foryou
gg-android-foryou-large-bk-control-below,US,admob,android,large,native,foryou
gg-android-foryou-large-design-control,US,admob,android,large,native,foryou
gg-android-foryou-large-design-test,US,admob,android,large,native,foryou
gg-android-foryou-large-first,US,admob,android,large,native,foryou
gg-android-foryou-large-oldversion,US,admob,android,large,native,foryou
gg-android-launch-open,US,admob,android,fullscreen,interstitial,launch
gg-android-launch-welcome-admob-10,US,admob,android,fullscreen,interstitial,launch
gg-android-launch-welcome-admob-21,US,admob,android,fullscreen,interstitial,launch
gg-android-launch-welcome-admob-41,US,admob,android,fullscreen,interstitial,launch
gg-android-launch-welcome-admob-99,US,admob,android,fullscreen,interstitial,launch
gg-android-launch-welcome-admob-higher,US,admob,android,fullscreen,interstitial,launch
gg-android-launch-welcome-am-higher,US,admob,android,fullscreen,interstitial,launch
gg-android-launch-welcome-exp-high,US,admob,android,fullscreen,interstitial,launch
gg-android-launch-welcome-exp-higher,US,admob,android,fullscreen,interstitial,launch
gg-android-launch-welcome-exp-low,US,admob,android,fullscreen,interstitial,launch
gg-android-launch-welcome-exp-medium,US,admob,android,fullscreen,interstitial,launch
gg-android-local-large,US,admob,android,large,native,local
gg-android-video-related,US,admob,android,related,native,video
gg-android-video-stream,US,admob,android,large,native,video
gg-ios-article-0,US,admob,ios,related,native,article
gg-ios-article-0-backfill,US,admob,ios,related,native,article
gg-ios-article-0-huge-bidding,US,admob,ios,related,native,article
gg-ios-article-0-huge-waterfall,US,admob,ios,related,native,article
gg-ios-article-0-mediation,US,admob,ios,related,native,article
gg-ios-article-0-ob,US,admob,ios,related,native,article
gg-ios-article-10,US,admob,ios,related,native,article
gg-ios-article-12,US,admob,ios,related,native,article
gg-ios-article-15,US,admob,ios,related,native,article
gg-ios-article-20,US,admob,ios,related,native,article
gg-ios-article-3,US,admob,ios,related,native,article
gg-ios-article-3-bidding-1,US,admob,ios,related,native,article
gg-ios-article-3-bidding-10,US,admob,ios,related,native,article
gg-ios-article-3-bidding-5,US,admob,ios,related,native,article
gg-ios-article-3-bigcard-control-bidding-admob-high,US,admob,ios,related,native,article
gg-ios-article-3-bigcard-control-bidding-admob-low,US,admob,ios,related,native,article
gg-ios-article-3-bigcard-control-bidding-admob-medium,US,admob,ios,related,native,article
gg-ios-article-3-control,US,admob,ios,related,native,article
gg-ios-article-6,US,admob,ios,related,native,article
gg-ios-article-9,US,admob,ios,related,native,article
gg-ios-article-huge-bidding-1,US,admob,ios,huge,native,article
gg-ios-article-huge-bidding-10,US,admob,ios,huge,native,article
gg-ios-article-huge-bidding-5,US,admob,ios,huge,native,article
gg-ios-article-huge-bigcard-control-bidding-1,US,admob,ios,huge,native,article
gg-ios-article-huge-bigcard-control-bidding-10,US,admob,ios,huge,native,article
gg-ios-article-huge-bigcard-control-bidding-5,US,admob,ios,huge,native,article
gg-ios-article-huge-bigcard-yes-bidding-1,US,admob,ios,huge,native,article
gg-ios-article-huge-bigcard-yes-bidding-10,US,admob,ios,huge,native,article
gg-ios-article-huge-bigcard-yes-bidding-5,US,admob,ios,huge,native,article
gg-ios-article-related-higher,US,admob,ios,related,native,article
gg-ios-article-top,US,admob,ios,top,display,article
gg-ios-article-top-bidding-high-bigcard-yes,US,admob,ios,top,display,article
gg-ios-article-top-bidding-low-bigcard-yes,US,admob,ios,top,display,article
gg-ios-article-top-bidding-medium-bigcard-yes,US,admob,ios,top,display,article
gg-ios-article-top-bigcard-control,US,admob,ios,top,display,article
gg-ios-article-top-bigcard-yes,US,admob,ios,top,display,article
gg-ios-article-top-control-bigcard-yes,US,admob,ios,top,display,article
gg-ios-article-top-sold,US,admob,ios,top,display,article
gg-ios-channel-large,US,admob,ios,large,native,channel
gg-ios-foryou-large-backfill,US,admob,ios,large,native,foryou
gg-ios-foryou-large-bidding-10,US,admob,ios,large,native,foryou
gg-ios-foryou-large-bidding-2,US,admob,ios,large,native,foryou
gg-ios-foryou-large-bidding-6,US,admob,ios,large,native,foryou
gg-ios-foryou-large-high,US,admob,ios,large,native,foryou
gg-ios-foryou-large-mediation,US,admob,ios,large,native,foryou
gg-ios-launch-fullscreen-interstitial-high-exp,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-high-exp2,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-high-exp3,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-high-exp4,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-high-exp5,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-high-timeout-control,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-high-timeout-exp,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-higher-exp,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-higher-exp2,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-higher-exp3,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-higher-exp4,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-higher-exp5,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-higher-timeout-control,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-higher-timeout-exp,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-low-exp,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-low-exp2,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-low-exp3,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-low-exp5,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-medium-exp,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-medium-exp2,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-medium-exp3,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-medium-exp5,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-medium-timeout-control,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-fullscreen-interstitial-medium-timeout-exp,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-14,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-28,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-40,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-8,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-adsapi-separate-high,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-adsapi-separate-higher,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-adsapi-separate-highest,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-adsapi-separate-low,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-adsapi-separate-medium,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-am-higher,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-bidding-50,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-bidding-70,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-biddingcontrol2-20,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-biddingcontrol2-40,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-biddingcontrol2-70,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-biddingtest2-high,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-biddingtest2-higher,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-biddingtest2-low,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-biddingtest2-medium,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-high-adslt-control,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-high-control,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-higher-adslt-control,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-higher-control,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-htnt-20,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-htnt-200,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-htnt-35,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-htnt-67,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-low-adslt-control,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-low-control,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-medium-adslt-control,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-medium-control,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-ob,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-openad,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-test-1,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-test-2,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-test-3,US,admob,ios,fullscreen,interstitial,launch
gg-ios-launch-welcome-test-4,US,admob,ios,fullscreen,interstitial,launch
gg-ios-local-large,US,admob,ios,large,native,local
gg-ios-video-related,US,admob,ios,related,native,video
gg-ios-video-stream,US,admob,ios,large,native,video
m300x250,US,amazon,android,large,display,article
m300x250_new,US,amazon,ios,inside,display,article
News Break-AN-Banner-320x50-article-top,US,smaato,android,top,display,article
News Break-AN-Banner-320x50-article-top-2,US,smaato,android,top,display,article
News Break-AN-Banner-320x50-article-top-4,US,smaato,android,top,display,article
News Break-AN-Banner-320x50-article-top-am,US,smaato,android,top,display,article
News Break-AN-Banner-320x50-article-top-am-2,US,smaato,android,top,display,article
News Break-AN-Banner-320x50-article-top-am-4,US,smaato,android,top,display,article
News Break-AN-Banner-320x50-article-top-exp,US,smaato,android,top,display,article
News Break-AN-Banner-320x50-article-top-exp-2,US,smaato,android,top,display,article
News Break-AN-Banner-320x50-article-top-exp-4,US,smaato,android,top,display,article
News Break-AN-interstitial-320x480-Article-back,US,smaato,android,fullscreen,interstitial,article
News Break-AN-interstitial-320x480-Article-back-high,US,smaato,android,fullscreen,interstitial,article
News break-AN-Native-1200x627-Article-0,US,smaato,android,related,native,article
News break-AN-Native-1200x627-Article-0-high,US,smaato,android,related,native,article
News break-AN-Native-1200x627-Article-15,US,smaato,android,related,native,article
News break-AN-Native-1200x627-Article-18,US,smaato,android,related,native,article
News break-AN-Native-1200x627-Article-6,US,smaato,android,related,native,article
News break-AN-Native-1200x627-Article-related-high,US,smaato,android,related,native,article
News break-AN-Native-1200x627-Article-related-high-exp,US,smaato,android,related,native,article
News break-AN-Native-1200x627-Article-related-low,US,smaato,android,related,native,article
News break-AN-Native-1200x627-Article-related-low-exp,US,smaato,android,related,native,article
News break-AN-Native-1200x627-foryou-large,US,smaato,android,large,native,foryou
News break-AN-Native-1200x627-foryou-large-bigcard,US,smaato,android,large,native,foryou
News break-AN-Native-1200x627-foryou-large-bk,US,smaato,android,large,native,foryou
News break-AN-Native-1200x627-foryou-large-exp,US,smaato,android,large,native,foryou
News break-AN-Native-1200x627-foryou-large-high,US,smaato,android,large,native,foryou
News break-AN-Native-1200x627-foryou-large-high-5,US,smaato,android,large,native,foryou
News break-AN-Native-1200x627-foryou-large-ironsource,US,smaato,android,large,native,foryou
News Break-IOS-Banner-320x50-article-top-1.5,US,smaato,ios,top,display,article
News Break-IOS-Banner-320x50-article-top-1.5-newapi,US,smaato,ios,top,display,article
News Break-IOS-Banner-320x50-article-top-2,US,smaato,ios,top,display,article
News Break-IOS-Banner-320x50-article-top-4,US,smaato,ios,top,display,article
News Break-IOS-Banner-320x50-article-top-am-1.5,US,smaato,ios,top,display,article
News Break-IOS-Native-1200x627-Article-related-high,US,smaato,ios,related,native,article
News Break-IOS-Native-1200x627-Article-related-low,US,smaato,ios,related,native,article
News Break-IOS-Native-1200x627-foryou,US,smaato,ios,large,native,foryou
News Break-IOS-Native-1200x627-foryou-exp2,US,smaato,ios,large,native,foryou
News Break-IOS-Native-1200x627-foryou-exp3,US,smaato,ios,large,native,foryou
News Break-IOS-Native-1200x627-foryou-low,US,smaato,ios,large,native,foryou
Newsbreak.com_300x100,US,smaato,web,bottom,display,article
Newsbreak.com_320x50,US,smaato,web,top,display,article
ob-web-desktop-all,US,outbrain,web,bottom,web,article
ob-web-mobile-all,US,outbrain,web,bottom,web,article
ob-web-web-all,US,outbrain,web,bottom,web,article
prebid-android-article-top,US,prebid,android,top,display,article
prebid-web-article-300x100,US,prebid,web,bottom,display,article
prebid-web-article-related,US,prebid,web,related,display,article
prebid-web-article-right,US,prebid,web,right,display,article
prebid-web-article-top,US,prebid,web,top,display,article
smaato-android-article-related-native-high-exp,US,smaato,android,related,native,article
smaato-android-article-related-native-high-exp2,US,smaato,android,related,native,article
smaato-android-article-related-native-high-exp3,US,smaato,android,related,native,article
smaato-android-article-related-native-high-exp4,US,smaato,android,related,native,article
smaato-android-article-related-native-low-exp,US,smaato,android,related,native,article
smaato-android-article-related-native-low-exp2,US,smaato,android,related,native,article
smaato-android-article-related-native-low-exp3,US,smaato,android,related,native,article
smaato-android-article-related-native-low-exp4,US,smaato,android,related,native,article
smaato-android-foryou-large-native-high-exp,US,smaato,android,large,native,foryou
smaato-android-foryou-large-native-high-exp2,US,smaato,android,large,native,foryou
smaato-android-foryou-large-native-high-exp3,US,smaato,android,large,native,foryou
smaato-ios-article-related-native-high-exp,US,smaato,ios,related,native,article
